"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-27 ~ 2025-11-26"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"7568","서울특별시 동대문구 신설동","집합","89-191","왕산로3가길","제2종일반주거","제2종근린생활","8m미만","29.23"," ","15,000","1","개인","개인","202504","07","","2013","-","직거래","-"
"7569","서울특별시 강남구 논현동","집합","247-15","학동로44길","제1종일반주거","제2종근린생활","8m미만","166.66"," ","223,000","","법인","개인","202504","07","","1984","-","중개거래","서울 강남구"
"7570","서울특별시 강남구 논현동","집합","247-15","학동로44길","제1종일반주거","제2종근린생활","8m미만","132.66"," ","223,000","","법인","개인","202504","07","","1984","20250604","중개거래","서울 강남구"
"7571","서울특별시 영등포구 양평동5가","집합","42","양평로","준공업","제2종근린생활","12m미만","90.82"," ","53,000","","법인","개인","202504","07","","2020","20250502","중개거래","서울 영등포구"
"7572","서울특별시 영등포구 양평동5가","집합","42","양평로","준공업","제2종근린생활","12m미만","120.03"," ","71,000","","법인","개인","202504","07","","2020","20250502","중개거래","서울 영등포구"
"7573","서울특별시 영등포구 양평동5가","집합","42","양평로","준공업","제2종근린생활","12m미만","120.03"," ","71,000","","법인","개인","202504","07","","2020","-","중개거래","서울 영등포구"
"7574","서울특별시 영등포구 양평동5가","집합","42","양평로","준공업","제2종근린생활","12m미만","90.82"," ","53,000","","법인","개인","202504","07","","2020","-","중개거래","서울 영등포구"
"7575","서울특별시 종로구 명륜2가","집합","142-3","","제2종일반주거","제1종근린생활","25m미만","67.98"," ","50,000","","개인","개인","202504","07","","1989","-","중개거래","서울 종로구"
"7576","서울특별시 강서구 마곡동","집합","774-1","공항대로","일반상업","제2종근린생활","25m이상","116.66"," ","126,460","2","법인","개인","202504","07","","2019","-","직거래","-"
"7577","서울특별시 종로구 낙원동","일반","1**","수표로","일반상업","제1종근린생활","25m미만","945.41","191.70","753,000","","법인","개인","202504","07","","1968","-","중개거래","서울 종로구"
"7578","서울특별시 서초구 잠원동","일반","2*","강남대로95길","제2종일반주거","제2종근린생활","8m미만","229.07","245.70","615,000","","법인","개인","202504","07","","1977","-","중개거래","서울 강남구"
"7579","서울특별시 성북구 안암동2가","일반","1**","고려대로12길","제2종일반주거","제2종근린생활","8m미만","133.60","72.40","72,500","","개인","개인","202504","06","","2008","-","중개거래","서울 성북구"
"7580","서울특별시 중구 신당동","집합","366-126","다산로","제3종일반주거","제2종근린생활","25m이상","48.22"," ","18,000","","개인","개인","202504","06","","2005","-","중개거래","서울 중구"
"7581","서울특별시 중구 신당동","집합","366-126","다산로","제3종일반주거","제2종근린생활","25m이상","378.69"," ","152,000","","개인","개인","202504","06","","2005","-","중개거래","서울 중구"
"7582","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","15.93"," ","34,500","20","개인","개인","202504","06","","","-","중개거래","서울 용산구"
"7583","서울특별시 중구 필동1가","집합","43-1","충무로","일반상업","숙박","25m이상","16.44"," ","27,000","7","개인","개인","202504","05","","2023","-","중개거래","서울 중구"
"7584","서울특별시 강남구 대치동","집합","902","삼성로","제3종일반주거","제1종근린생활","25m이상","63.22"," ","77,000","2","개인","개인","202504","05","","2004","-","중개거래","서울 강남구"
"7585","서울특별시 중구 인현동1가","집합","158","충무로","일반상업","숙박","25m미만","18.16"," ","24,000","9","개인","개인","202504","05","","2020","-","중개거래","서울 중구"
"7586","서울특별시 강남구 압구정동","집합","481","압구정로","제3종일반주거","제1종근린생활","25m이상","49.35"," ","300,000","2","개인","개인","202504","05","","1980","-","중개거래","서울 강남구"
"7587","서울특별시 강남구 논현동","집합","276-1","언주로","제3종일반주거","제2종근린생활","25m이상","61.05"," ","119,000","1","개인","개인","202504","05","","2014","-","중개거래","서울 강남구"
"7588","서울특별시 동대문구 제기동","일반","8**","약령서길","제2종일반주거","제2종근린생활","8m미만","31.68","25.10","12,000","","개인","개인","202504","05","","1985","-","직거래","-"
"7589","서울특별시 관악구 신림동","일반","1***","신림로64길","일반상업","숙박","12m미만","1962.52","387.40","1,000,000","","개인","개인","202504","05","","1997","20250609","중개거래","서울 중구"
"7590","서울특별시 성동구 성수동2가","일반","3**","성수이로","제2종일반주거","제1종근린생활","25m미만","41.29","56.00","260,000","","개인","개인","202504","05","","1965","20250411","중개거래","서울 성동구"
"7591","서울특별시 송파구 문정동","집합","651-6","법원로8길","일반상업","업무","25m이상","35.29"," ","33,300","9","개인","개인","202504","05","","2018","-","중개거래","서울 송파구"
"7592","서울특별시 서초구 반포동","집합","19-1","신반포로","일반상업","제2종근린생활","25m이상","689.81"," ","13,500","","개인","개인","202504","05","지분","","-","중개거래","서울 서초구"
"7593","서울특별시 서초구 반포동","집합","19-1","신반포로","일반상업","판매","25m이상","714.34"," ","20,500","","개인","개인","202504","05","지분","","-","중개거래","서울 서초구"
"7594","서울특별시 서초구 신원동","집합","441-43","본마을1길","제1종일반주거","제1종근린생활","8m미만","110.25"," ","210,000","1","개인","개인","202504","05","","2022","-","중개거래","서울 서초구"
"7595","서울특별시 강동구 천호동","집합","324-29","천중로5길","제2종일반주거","제1종근린생활","8m미만","49.84"," ","50,000","1","개인","개인","202504","05","","2022","-","중개거래","서울 강동구"
"7596","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","18.15"," ","10,700","","개인","법인","202504","04","","1997","-","중개거래","서울 서초구"
"7597","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","18.53"," ","10,800","","개인","법인","202504","04","","1997","-","중개거래","서울 서초구"
"7598","서울특별시 동대문구 장안동","일반","3**","장한로22길","일반상업","기타","12m미만","877.80","307.40","416,020","","법인","법인","202504","04","","1987","-","중개거래","서울 동대문구"
"7599","서울특별시 강남구 자곡동","집합","631","자곡로","제3종일반주거","기타","12m미만","32.27"," ","28,000","5","개인","개인","202504","04","","2015","-","직거래","-"
"7600","서울특별시 강서구 마곡동","집합","800-1","공항대로","일반상업","업무","25m이상","42.60"," ","25,000","9","법인","개인","202504","04","","2018","-","직거래","-"
"7601","서울특별시 강남구 삼성동","집합","4-4","선릉로130길","제3종일반주거","제1종근린생활","25m미만","13.60"," ","19,000","","법인","개인","202504","04","","1975","-","중개거래","서울 강남구"
"7602","서울특별시 강남구 삼성동","집합","4-4","선릉로130길","제3종일반주거","제1종근린생활","25m미만","13.60"," ","19,000","","법인","개인","202504","04","","1975","-","중개거래","서울 강남구"
"7603","서울특별시 강서구 마곡동","집합","800-1","공항대로","일반상업","업무","25m이상","42.60"," ","25,000","9","법인","개인","202504","04","","2018","-","직거래","-"
"7604","서울특별시 동대문구 장안동","일반","3**","장한로22길","일반상업","제2종근린생활","12m미만","877.80","307.40","416,020","","법인","법인","202504","04","","1987","20250421","중개거래","서울 동대문구"
"7605","서울특별시 구로구 구로동","집합","1272","디지털로32길","준공업","제1종근린생활","25m이상","34.00"," ","19,000","2","개인","개인","202504","04","","2003","-","중개거래","서울 구로구"
"7606","서울특별시 구로구 구로동","집합","3-25","새말로","일반상업","판매","25m이상","9.45"," ","600","","개인","법인","202504","04","","2007","-","중개거래","서울 구로구"
"7607","서울특별시 구로구 구로동","집합","3-25","새말로","일반상업","판매","25m이상","10.30"," ","600","","개인","법인","202504","04","","2007","-","중개거래","서울 구로구"
"7608","서울특별시 구로구 구로동","집합","3-25","새말로","일반상업","판매","25m이상","10.22"," ","500","","개인","법인","202504","04","","2007","-","중개거래","서울 구로구"
"7609","서울특별시 구로구 구로동","집합","3-25","새말로","일반상업","판매","25m이상","10.65"," ","500","","개인","법인","202504","04","","2007","-","중개거래","서울 구로구"
"7610","서울특별시 동작구 사당동","일반","1***","동작대로","제3종일반주거","제2종근린생활","25m이상","139.60","202.70","230,000","","법인","개인","202504","04","","1970","20250424","중개거래","서울 강남구"
"7611","서울특별시 동작구 사당동","일반","1***","동작대로","제3종일반주거","제2종근린생활","25m이상","139.60","164.00","230,000","","법인","개인","202504","04","","1970","-","중개거래","서울 강남구"
"7612","서울특별시 동작구 사당동","일반","1***","사당로30길","제3종일반주거","제2종근린생활","8m미만","146.14","98.60","110,000","","법인","개인","202504","04","","1987","-","중개거래","서울 강남구"
"7613","서울특별시 은평구 불광동","집합","484-56","통일로82가길","일반상업","기타","8m미만","30.22"," ","12,000","4","개인","개인","202504","04","","2015","-","직거래","-"
"7614","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","12.74"," ","31,800","20","개인","법인","202504","04","","","-","중개거래","서울 용산구"
"7615","서울특별시 강서구 마곡동","집합","800-1","공항대로","일반상업","업무","25m이상","42.60"," ","25,000","9","법인","개인","202504","04","","2018","-","직거래","-"
"7616","서울특별시 영등포구 양평동6가","일반","1*","양평로30가길","제2종일반주거","제2종근린생활","12m미만","1113.05","613.20","580,000","","법인","법인","202504","04","","2008","-","중개거래","서울 영등포구"
"7617","서울특별시 성동구 성수동2가","집합","308-4","성수일로4길","준공업","업무","12m미만","136.19"," ","154,080","8","법인","법인","202504","04","","2010","-","직거래","-"
"7618","서울특별시 성북구 종암동","집합","3-91","종암로","제2종일반주거","기타","25m이상","36.53"," ","35,000","6","법인","법인","202504","04","","2008","-","직거래","-"
"7619","서울특별시 중구 을지로6가","집합","18-21","장충단로","일반상업","판매","25m이상","3.50"," ","2,000","","개인","개인","202504","04","","2008","-","직거래","-"
"7620","서울특별시 노원구 중계동","집합","361-1","노원로22길","제3종일반주거","제2종근린생활","25m미만","34.56"," ","25,000","","개인","개인","202504","04","","1993","-","직거래","-"
"7621","서울특별시 중구 충무로4가","일반","3*","마른내로10길","일반상업","제2종근린생활","8m미만","63.96","39.70","99,000","","법인","법인","202504","04","","1966","-","직거래","-"
"7622","서울특별시 성동구 성수동2가","일반","3**","뚝섬로9길","준공업","제2종근린생활","8m미만","188.00","110.00","340,000","","법인","법인","202504","03","","1991","-","중개거래","서울 서초구"
"7623","서울특별시 양천구 신월동","일반","1**","남부순환로52길","제2종일반주거","제1종근린생활","8m미만","141.76","92.20","35,000","","개인","개인","202504","03","","1989","-","중개거래","서울 양천구"
"7624","서울특별시 동대문구 전농동","일반","3*","사가정로","근린상업","제2종근린생활","25m이상","644.16","304.00","550,000","","법인","법인","202504","03","","1983","20250721","직거래","-"
"7625","서울특별시 동대문구 장안동","집합","408-5","한천로6길","제2종일반주거","제2종근린생활","8m미만","32.68"," ","16,000","2","법인","개인","202504","03","","2022","-","직거래","-"
"7626","서울특별시 구로구 고척동","집합","75-1","중앙로1길","준공업","판매","12m미만","9.90"," ","1,000","1","법인","개인","202504","03","","1998","-","직거래","-"
"7627","서울특별시 중구 묵정동","집합","35","퇴계로46길","제2종일반주거","제2종근린생활","-","40.32"," ","74,200","","개인","법인","202504","03","","2024","-","직거래","-"
"7628","서울특별시 성북구 보문동2가","일반","1**","지봉로","제2종일반주거","제1종근린생활","25m이상","132.48","46.80","75,000","","개인","개인","202504","03","","1997","20250410","중개거래","서울 성북구"
"7629","서울특별시 용산구 한남동","일반","7**","한남대로27가길","제2종일반주거","제2종근린생활","8m미만","245.48","159.00","920,948","","법인","법인","202504","03","","1986","-","직거래","-"
"7630","서울특별시 강서구 마곡동","집합","797-11","마곡중앙6로","일반상업","숙박","25m미만","19.72"," ","12,300","8","개인","개인","202504","03","","2015","-","직거래","-"
"7631","서울특별시 종로구 창신동","일반","6**","창신길","제2종일반주거","제2종근린생활","12m미만","120.32","118.30","160,000","","법인","개인","202504","03","","","-","중개거래","서울 종로구"
"7632","서울특별시 강서구 마곡동","집합","800-1","공항대로","일반상업","업무","25m이상","47.80"," ","25,000","11","개인","개인","202504","03","","2018","-","중개거래","서울 강서구"
"7633","서울특별시 금천구 가산동","집합","543-1","서부샛길","준공업","업무","25m미만","118.45"," ","58,000","","법인","개인","202504","03","","2012","-","중개거래","서울 금천구"
"7634","서울특별시 중구 신당동","일반","3**","다산로","준주거","제1종근린생활","25m이상","52.33","105.00","310,000","","법인","개인","202504","03","","1962","-","중개거래","서울 중구"
"7635","서울특별시 동작구 노량진동","집합","16-1","노들로2길","유통상업","판매","8m미만","48.72"," ","60,000","","기타","개인","202504","03","","2020","-","직거래","-"
"7636","서울특별시 광진구 자양동","집합","617-39","자양로13다길","제2종일반주거","제2종근린생활","8m미만","29.61"," ","16,000","1","개인","개인","202504","03","","2017","-","중개거래","경기 부천시 원미구"
"7637","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","10.75"," ","4,400","","개인","개인","202504","03","","1996","-","직거래","-"
"7638","서울특별시 구로구 구로동","집합","197-10","디지털로33길","준공업","제2종근린생활","12m미만","136.08"," ","57,400","8","법인","개인","202504","03","","2004","-","중개거래","서울 구로구"
"7639","서울특별시 중구 신당동","일반","3**","다산로","제3종일반주거","제1종근린생활","25m이상","680.34","429.00","1,242,100","","법인","개인","202504","03","","1970","-","중개거래","서울 중구"
"7640","서울특별시 강북구 수유동","일반","5*","솔매로45길","제3종일반주거","제1종근린생활","12m미만","236.60","173.60","270,000","","개인","개인","202504","03","","1967","-","중개거래","서울 강북구"
"7641","서울특별시 중구 묵정동","집합","35","퇴계로46길","제2종일반주거","제2종근린생활","-","40.32"," ","74,200","","개인","법인","202504","03","","2024","-","직거래","-"
"7642","서울특별시 송파구 가락동","집합","123-12","송이로","제3종일반주거","제1종근린생활","25m이상","105.35"," ","79,232","1","개인","법인","202504","03","","2022","-","직거래","-"
"7643","서울특별시 송파구 석촌동","일반","2**","송파대로37길","제2종일반주거","제2종근린생활","8m미만","919.87","369.40","880,000","","개인","개인","202504","02","","1987","-","중개거래","서울 강남구"
"7644","서울특별시 송파구 잠실동","집합","230-2","백제고분로","제2종일반주거","판매","25m이상","8.18"," ","4,000","","개인","개인","202504","02","","1981","-","직거래","-"
"7645","서울특별시 송파구 문정동","집합","645","법원로11길","일반상업","제2종근린생활","25m이상","61.56"," ","49,000","","법인","법인","202504","02","","2017","-","중개거래","서울 송파구"
"7646","서울특별시 송파구 거여동","집합","604-2","위례서로","일반상업","제2종근린생활","25m이상","44.10"," ","25,500","4","법인","개인","202504","02","","2022","-","중개거래","서울 송파구"
"7647","서울특별시 송파구 방이동","일반","2**","위례성대로18길","제2종일반주거","제1종근린생활","12m미만","1047.02","536.60","870,000","","법인","개인","202504","02","","1988","-","중개거래","서울 송파구"
"7648","서울특별시 서초구 잠원동","일반","4*","신반포로43길","제2종일반주거","제1종근린생활","8m미만","657.51","253.00","660,000","","개인","개인","202504","02","","1990","-","중개거래","서울 서초구"
"7649","서울특별시 강동구 천호동","집합","414","올림픽로70길","일반상업","제1종근린생활","12m미만","38.81"," ","39,800","1","개인","개인","202504","02","","2004","-","중개거래","서울 강동구"
"7650","서울특별시 송파구 석촌동","일반","2**","송파대로","제3종일반주거","제1종근린생활","25m이상","1187.98","415.80","1,140,000","","법인","개인","202504","02","","1994","-","중개거래","서울 송파구"
"7651","서울특별시 서초구 반포동","집합","65-1","사평대로","제3종일반주거","제2종근린생활","25m이상","13.94"," ","64,000","1","개인","개인","202504","02","","","-","중개거래","서울 서초구"
"7652","서울특별시 서초구 서초동","일반","1***","서리풀길","제1종전용주거","제1종근린생활","8m미만","531.86","354.10","595,000","","법인","개인","202504","02","","2022","-","중개거래","서울 강남구"
"7653","서울특별시 마포구 연남동","집합","573","연남로","제2종일반주거","제1종근린생활","25m미만","23.40"," ","42,800","1","개인","개인","202504","02","","2003","20250513","중개거래","서울 마포구"
"7654","서울특별시 마포구 연남동","집합","573","연남로","제2종일반주거","제1종근린생활","25m미만","23.40"," ","42,800","1","개인","개인","202504","02","","2003","-","중개거래","서울 마포구"
"7655","서울특별시 강서구 마곡동","집합","759-1","마곡서로","일반상업","업무","25m미만","32.14"," ","25,000","","개인","법인","202504","02","","","20250407","중개거래","서울 강서구"
"7656","서울특별시 관악구 봉천동","집합","1703","관악로","제3종일반주거","제1종근린생활","25m이상","13.18"," ","2,800","","개인","개인","202504","02","","2000","-","중개거래","서울 관악구"
"7657","서울특별시 동대문구 답십리동","일반","4**","사가정로","제2종일반주거","제2종근린생활","25m이상","346.79","92.30","132,000","","법인","개인","202504","02","","1971","-","중개거래","서울 강남구"
"7658","서울특별시 마포구 대흥동","집합","803","대흥로","제3종일반주거","제1종근린생활","25m이상","67.32"," ","112,000","1","개인","개인","202504","02","","2007","-","중개거래","서울 마포구"
"7659","서울특별시 구로구 구로동","집합","212-30","디지털로","준공업","업무","25m이상","255.56"," ","110,000","8","법인","법인","202504","02","","2003","-","중개거래","서울 구로구"
"7660","서울특별시 종로구 관수동","일반","5*","종로18길","일반상업","제2종근린생활","8m미만","381.03","165.30","475,000","","법인","개인","202504","02","","1965","-","중개거래","서울 종로구, 서울 중구"
"7661","서울특별시 관악구 신림동","일반","1***","관천로","준주거","제1종근린생활","12m미만","598.86","225.40","485,000","","개인","개인","202504","02","","1996","-","중개거래","서울 관악구"
"7662","서울특별시 성동구 옥수동","집합","428","독서당로","제3종일반주거","판매","25m이상","20.93"," ","19,500","2","개인","개인","202504","02","","1986","-","중개거래","서울 성동구"
"7663","서울특별시 성동구 옥수동","집합","220-1","독서당로","제3종일반주거","제2종근린생활","25m이상","17.48"," ","57,400","2","개인","개인","202504","02","","1982","-","중개거래","서울 성동구"
"7664","서울특별시 성동구 옥수동","집합","220-1","독서당로","제3종일반주거","제2종근린생활","25m이상","17.48"," ","57,400","2","개인","개인","202504","02","","1982","-","중개거래","서울 성동구"
"7665","서울특별시 강서구 화곡동","집합","1007-5","강서로45다길","제2종일반주거","제2종근린생활","8m미만","43.93"," ","22,500","2","개인","개인","202504","02","","2012","-","중개거래","서울 강서구"
"7666","서울특별시 동대문구 용두동","집합","787","왕산로","일반상업","제1종근린생활","25m이상","6.87"," ","5,500","3","개인","개인","202504","02","","2005","-","직거래","-"
"7667","서울특별시 영등포구 양평동5가","집합","42","양평로","준공업","제2종근린생활","12m미만","36.18"," ","85,331","1","개인","법인","202504","02","","2020","20250905","중개거래","서울 영등포구"
"7668","서울특별시 은평구 대조동","집합","4-8","통일로","일반상업","제2종근린생활","8m미만","42.71"," ","16,300","5","개인","개인","202504","02","","2014","-","직거래","-"
"7669","서울특별시 노원구 공릉동","일반","3**","동일로190길","제2종일반주거","제2종근린생활","8m미만","199.35","123.10","114,500","","법인","개인","202504","02","","1992","-","중개거래","서울 강남구"
"7670","서울특별시 은평구 녹번동","일반","7*","은평로","제3종일반주거","제2종근린생활","8m미만","384.25","165.00","207,500","","개인","개인","202504","02","","2004","-","중개거래","서울 은평구"
"7671","서울특별시 영등포구 영등포동6가","일반","6*","영신로40길","준공업","제2종근린생활","12m미만","431.28","123.00","276,000","","법인","법인","202504","02","","1992","-","중개거래","서울 영등포구"
"7672","서울특별시 강북구 미아동","일반","1***","삼양로19길","제2종일반주거","제2종근린생활","25m미만","131.80","140.00","101,000","","법인","법인","202504","02","","2003","-","중개거래","서울 강남구"
"7673","서울특별시 구로구 신도림동","집합","400-1","신도림로","준공업","업무","25m이상","38.68"," ","15,400","5","개인","개인","202504","02","","2002","-","중개거래","서울 구로구"
"7674","서울특별시 강서구 마곡동","집합","759-1","마곡서로","일반상업","업무","25m미만","32.14"," ","25,000","","개인","법인","202504","02","","","-","중개거래","서울 강서구"
"7675","서울특별시 종로구 봉익동","일반","1**","돈화문로6가길","일반상업","제2종근린생활","8m미만","313.91","121.90","543,000","","개인","개인","202504","02","","2008","-","중개거래","서울 종로구"
"7676","서울특별시 마포구 동교동","집합","166-14","양화로","근린상업","기타","25m이상","3.73"," ","1,968","","개인","개인","202504","02","","2007","-","직거래","-"
"7677","서울특별시 영등포구 여의도동","집합","11-11","여의서로","일반상업","제2종근린생활","25m이상","41.90"," ","20,000","1","개인","법인","202504","02","","1991","-","중개거래","서울 영등포구"
"7678","서울특별시 금천구 시흥동","일반","9**","시흥대로20길","제2종일반주거","제2종근린생활","12m미만","499.59","267.30","175,000","","법인","개인","202504","02","","2000","-","중개거래","서울 금천구"
"7679","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","1,800","","법인","개인","202504","02","","2005","-","직거래","-"
"7680","서울특별시 동대문구 청량리동","집합","774","왕산로37길","일반상업","기타","12m미만","407.98"," ","106,811","","법인","법인","202504","01","","1997","-","직거래","-"
"7681","서울특별시 은평구 대조동","집합","240","불광로","일반상업","제2종근린생활","25m이상","23.10"," ","5,000","","법인","개인","202504","01","","2005","-","직거래","-"
"7682","서울특별시 영등포구 영등포동3가","일반","2*","영등포로46길","일반상업","숙박","25m미만","1190.46","16.28","80,000","","개인","개인","202504","01","지분","2013","-","직거래","-"
"7683","서울특별시 중구 남창동","일반","3*","남대문시장2길","일반상업","제1종근린생활","8m미만","107.96","13.75","60,000","","개인","개인","202504","01","지분","1958","-","직거래","-"
"7684","서울특별시 은평구 불광동","일반","9*","연서로41길","제2종일반주거","제2종근린생활","8m미만","665.82","28.69","10,000","","개인","법인","202504","01","지분","1989","-","직거래","-"
"7685","서울특별시 양천구 목동","집합","907","목동서로","일반상업","제2종근린생활","25m이상","20.40"," ","29,500","","개인","개인","202504","01","","1999","-","중개거래","서울 양천구"
"7686","서울특별시 성동구 도선동","집합","69","무학로6길","일반상업","판매","12m미만","24.10"," ","10,000","1","개인","개인","202504","01","","2006","-","중개거래","서울 성동구"
"7687","서울특별시 강남구 대치동","일반","9**","영동대로","제3종일반주거","업무","25m이상","307.68","83.24","370,000","","법인","개인","202504","01","지분","1993","-","직거래","-"
"7688","서울특별시 금천구 가산동","일반","2**","두산로3가길","준공업","제2종근린생활","8m미만","620.08","165.10","176,000","","개인","개인","202504","01","","2010","-","중개거래","서울 관악구"
"7689","서울특별시 광진구 중곡동","일반","2**","긴고랑로","제2종일반주거","제1종근린생활","25m이상","144.40","19.87","12,600","","개인","개인","202504","01","지분","1970","-","직거래","-"
"7690","서울특별시 광진구 중곡동","일반","2**","긴고랑로","제2종일반주거","제1종근린생활","25m이상","144.40","19.87","12,600","","개인","개인","202504","01","지분","1970","-","직거래","-"
"7691","서울특별시 강북구 수유동","집합","478-3","삼양로77길","제2종일반주거","제1종근린생활","8m미만","41.66"," ","12,000","1","개인","법인","202504","01","","2022","-","직거래","-"
"7692","서울특별시 강북구 수유동","집합","291-225","삼양로123길","제2종일반주거","제2종근린생활","8m미만","35.85"," ","13,000","1","개인","개인","202504","01","","2017","-","중개거래","서울 강북구"
"7693","서울특별시 광진구 군자동","일반","3**","동일로","제3종일반주거","숙박","25m이상","2821.69","585.00","1,246,000","","법인","법인","202504","01","","2013","-","중개거래","인천 부평구"
"7694","서울특별시 영등포구 문래동3가","집합","94","문래로","준공업","제2종근린생활","25m미만","56.60"," ","46,000","","개인","개인","202504","01","","2003","-","직거래","-"
"7695","서울특별시 성북구 정릉동","일반","1**","아리랑로16길","제2종일반주거","제1종근린생활","8m미만","252.50","330.00","90,000","","개인","개인","202504","01","","1967","-","직거래","-"
"7696","서울특별시 구로구 고척동","집합","75-1","중앙로1길","준공업","판매","12m미만","11.20"," ","700","3","법인","개인","202504","01","","1998","-","직거래","-"
"7697","서울특별시 마포구 노고산동","집합","54-63","신촌로16길","준주거","제2종근린생활","8m미만","127.14"," ","21,067","","개인","개인","202504","01","지분","2003","-","중개거래","서울 은평구"
"7698","서울특별시 구로구 고척동","집합","75-1","중앙로1길","준공업","판매","12m미만","7.44"," ","550","2","법인","개인","202504","01","","1998","-","직거래","-"
"7699","서울특별시 성북구 동소문동3가","일반","5*","동소문로10길","제3종일반주거","제2종근린생활","8m미만","197.04","51.20","95,860","","개인","개인","202504","01","지분","2025","-","중개거래","서울 강남구"
"7700","서울특별시 마포구 노고산동","집합","54-63","신촌로16길","준주거","제2종근린생활","8m미만","127.14"," ","21,067","","개인","개인","202504","01","지분","2003","20250430","중개거래","서울 은평구"
"7701","서울특별시 구로구 구로동","집합","212-16","디지털로27길","준공업","제2종근린생활","12m미만","362.50"," ","120,000","10","법인","법인","202504","01","","2002","-","중개거래","서울 구로구"
"7702","서울특별시 동대문구 청량리동","집합","774","왕산로37길","일반상업","판매","12m미만","93.21"," ","25,635","","법인","법인","202504","01","","1997","-","직거래","-"
"7703","서울특별시 동대문구 청량리동","집합","774","왕산로37길","일반상업","제2종근린생활","12m미만","1137.68"," ","294,798","","법인","법인","202504","01","","1997","-","직거래","-"
"7704","서울특별시 동대문구 청량리동","집합","774","왕산로37길","일반상업","판매","12m미만","93.21"," ","26,012","","법인","법인","202504","01","","1997","20250514","직거래","-"
"7705","서울특별시 동대문구 청량리동","집합","774","왕산로37길","일반상업","기타","12m미만","407.98"," ","113,785","","법인","법인","202504","01","","1997","20250514","직거래","-"
"7706","서울특별시 동대문구 청량리동","집합","774","왕산로37길","일반상업","제2종근린생활","12m미만","1137.68"," ","317,354","","법인","법인","202504","01","","1997","20250514","직거래","-"
"7707","서울특별시 강남구 신사동","집합","609","압구정로30길","제2종일반주거","제1종근린생활","12m미만","161.80"," ","400,000","","개인","법인","202504","01","","1997","-","중개거래","서울 강남구"
"7708","서울특별시 관악구 신림동","일반","5**","난곡로","일반상업","제2종근린생활","25m이상","1999.85","484.30","1,150,000","","개인","개인","202504","01","","2010","-","중개거래","서울 강남구"
"7709","서울특별시 마포구 도화동","일반","2*","새창로","제2종일반주거","제2종근린생활","25m미만","192.24","89.30","355,000","","법인","개인","202504","01","","1991","-","중개거래","서울 마포구"
"7710","서울특별시 마포구 서교동","일반","3**","양화로","준주거","업무","25m이상","13933.49","2121.10","8,750,000","","법인","법인","202504","01","","1994","-","직거래","-"
"7711","서울특별시 종로구 연건동","일반","7*","대학로","제2종일반주거","제2종근린생활","25m이상","107.68","73.80","236,000","","법인","개인","202504","01","","","-","중개거래","서울 강남구"
"7712","서울특별시 종로구 종로6가","집합","289-44","","일반상업","판매","25m이상","10.88"," ","3,000","20","개인","개인","202504","01","","","-","중개거래","서울 종로구"
"7713","서울특별시 종로구 묘동","일반","1**","","일반상업","제2종근린생활","25m미만","144.33","29.80","135,000","","법인","개인","202504","01","","","-","중개거래","서울 종로구"
"7714","서울특별시 용산구 원효로3가","집합","196-1","효창원로16가길","제2종일반주거","제1종근린생활","8m미만","19.39"," ","27,000","","개인","개인","202504","01","","2021","-","직거래","-"
"7715","서울특별시 양천구 신정동","집합","1015-13","은행정로4길","제2종일반주거","제2종근린생활","12m미만","79.30"," ","25,000","3","개인","개인","202504","01","","2000","-","직거래","-"
"7716","서울특별시 금천구 시흥동","집합","995-11","시흥대로57길","일반상업","판매","12m미만","672.00"," ","29,000","","개인","개인","202504","01","지분","1984","-","직거래","-"
"7717","서울특별시 송파구 장지동","집합","881","위례광장로","근린상업","제2종근린생활","25m미만","134.41"," ","83,000","5","법인","개인","202504","01","","2017","-","직거래","-"
